longitude_deg,latitude_deg,name
-100.9599991,37.0442009,Liberal Mid-America Regional Airport
-101.025001526,19.849899292,General Francisco J. Mujica International Airport
-101.07599639892578,56.86389923095703,Lynn Lake Airport
-101.09100341796875,53.97140121459961,The Pas Airport
-101.23600006103516,52.120601654052734,Swan River Airport
-101.26599884,55.7491989136,Pukatawagan Airport
-101.27999877929688,48.2593994140625,Minot International Airport
-101.3580017,48.41559982,Minot Air Force Base
-101.460998535,17.601600647,Ixtapa Zihuatanejo International Airport
-101.46900177,58.6175003052,Lac Brochet Airport
-101.47000122070312,26.955699920654297,Monclova International Airport
-101.481002808,20.993499755900004,Del Bajío International Airport
-101.508003235,36.6851005554,Guymon Municipal Airport
-101.679001,57.8894,Brochet Airport
-101.68199920654297,54.6781005859375,Flin Flon Airport
-101.6989975,39.37060165,Renner Field-Goodland Municipal Airport
-101.70600128173828,35.219398498535156,Rick Husband Amarillo International Airport
-101.822998046875,33.66360092163086,Lubbock Preston Smith International Airport
-102.03900146484375,19.396699905395508,Licenciado y General Ignacio Lopez Rayon Airport
-102.2020034790039,31.9424991607666,Midland International Airport
-102.221000671,18.0016994476,Lázaro Cárdenas Airport
-102.318001,21.705601,Jesús Terán Paredo International Airport
-102.46199798583984,51.26470184326172,Yorkton Municipal Airport
-102.54699707,36.0225982666,Dalhart Municipal Airport
-102.68699646,22.8971004486,General Leobardo C. Ruiz International Airport
-102.802001953,46.7974014282,Dickinson Theodore Roosevelt Regional Airport
-102.916000366,30.9157009125,Fort Stockton Pecos County Airport
-102.966003418,49.2103004456,Estevan Airport
-102.9850006,41.10129929,Sidney Municipal-Lloyd W Carr Field
-103.05699920654297,44.0452995300293,Rapid City Regional Airport
-103.095001221,42.837600708,Chadron Municipal Airport
-103.1039963,44.14500046,Ellsworth Air Force Base
-103.1719970703125,58.10689926147461,Wollaston Lake Airport
-103.200996399,31.779600143399996,Winkler County Airport
-103.2170029,32.6875,Lea County Regional Airport
-103.31099700927734,20.521799087524414,Don Miguel Hidalgo Y Costilla International Airport
-103.321998596,34.3828010559,Cannon Air Force Base
-103.411003113,25.568300247199996,Francisco Sarabia International Airport
-103.577003479,19.2770004272,Licenciado Miguel de la Madrid Airport
-103.5960007,41.87400055,Western Neb. Rgnl/William B. Heilig Airport
-103.602996826,35.182800293,Tucumcari Municipal Airport
-103.641998291,48.177898407,Sloulin Field International Airport
-104.00800323486328,53.33250045776367,Nipawin Airport
-104.08200073242188,58.27669906616211,Points North Landing Airport
-104.1930008,47.70690155,Sidney Richland Municipal Airport
-104.26300048828125,32.337501525878906,Cavern City Air Terminal
-104.527999878,24.1242008209,General Guadalupe Victoria International Airport
-104.53099822998047,33.30160140991211,Roswell International Air Center Airport
-104.558998108,19.144800186199998,Playa De Oro International Airport
-104.66600036621094,50.43190002441406,Regina International Airport
-104.672996521,39.861698150635,Denver International Airport
-104.70099639893,38.805801391602,City of Colorado Springs Municipal Airport
-104.751998901,39.701698303200004,Buckley Air Force Base
-104.7570038,38.67839813,Butts AAF (Fort Carson) Air Field
-104.8069992,47.13869858,Dawson Community Airport
-104.8119965,41.15570068,Cheyenne Regional Jerry Olson Field
-104.84300231933594,21.41950035095215,Amado Nervo National Airport
-104.848999,39.57009888,Centennial Airport
-105.1169968,39.90879822,Rocky Mountain Metropolitan Airport
-105.138000488,69.1081008911,Cambridge Bay Airport
-105.141998291,35.6542015076,Las Vegas Municipal Airport
-105.25399780273438,20.680099487304688,Licenciado Gustavo Díaz Ordaz International Airport
-105.262001038,55.151401519800004,La Ronge Airport
-105.53500366211,33.462799072266,Sierra Blanca Regional Airport
-105.539001465,44.348899841299996,Gillette Campbell County Airport
-105.55899810791016,50.330299377441406,Moose Jaw Air Vice Marshal C. M. McEwen Airport
-105.574996948,48.094501495399996,L M Clayton Airport
-105.61799621582031,57.256099700927734,Key Lake Airport
-105.672996521,53.214199066199996,Prince Albert Glass Field
-105.67500305175781,41.31209945678711,Laramie Regional Airport
-105.84100341796875,59.250301361083984,Stony Rapids Airport
-105.866997,37.434898,San Luis Valley Regional Bergman Field
-105.88600158691406,46.428001403808594,Frank Wiley Field
-105.964996338,28.702899932900003,General Roberto Fierro Villalobos International Airport
-105.990997314,32.8399009705,Alamogordo White Sands Regional Airport
-106.088996887,35.617099762,Santa Fe Municipal Airport
-106.107002258,32.8525009155,Holloman Air Force Base
-106.26599884,23.1613998413,General Rafael Buelna International Airport
-106.3779984,31.80719948,El Paso International Airport
-106.3799973,31.84950066,Biggs Army Air Field (Fort Bliss)
-106.42900085449219,31.63610076904297,Abraham González International Airport
-106.4639969,42.90800095,Casper-Natrona County International Airport
-106.60900115966797,35.040199279785156,Albuquerque International Sunport Airport
-106.61499786376953,48.212501525878906,Wokal Field Glasgow International Airport
-106.69999694824219,52.170799255371094,Saskatoon John G. Diefenbaker International Airport
-106.8690033,39.22320175,Aspen-Pitkin Co/Sardy Field
-106.9179993,39.64260101,Eagle County Regional Airport
-106.9219970703125,32.289398193359375,Las Cruces International Airport
-106.9800033569336,44.76919937133789,Sheridan County Airport
-107.18199920654297,59.33440017700195,Fond-Du-Lac Airport
-107.1999969,41.80559921,Rawlins Municipal Airport/Harvey Field
-107.272003174,33.2369003296,Truth Or Consequences Municipal Airport
-107.474998474,24.7644996643,Bachigualato Federal International Airport
-107.691001892,50.291900634799994,Swift Current Airport
-107.721000671,32.262298584,Deming Municipal Airport
-107.7269974,39.52629852,Garfield County Regional Airport
-107.893997192,38.509799957300004,Montrose Regional Airport
-107.95099639892578,43.9656982421875,Worland Municipal Airport
-108.230003357,36.741199493399996,Four Corners Regional Airport
-108.24400329589844,52.76919937133789,North Battleford Airport
-108.459999084,43.064201355,Riverton Regional Airport
-108.48100280761719,59.5614013671875,Uranium City Airport
-108.52300262451172,54.125301361083984,Meadow Lake Airport
-108.527000427,39.1223983765,Grand Junction Regional Airport
-108.54299926757812,45.807701110839844,Billings Logan International Airport
-108.730003357,42.8152008057,Hunt Field
-108.789001465,35.511100769,Gallup Municipal Airport
-109.024002075,44.520198822,Yellowstone Regional Airport
-109.0650024,41.59420013,Rock Springs Sweetwater County Airport
-109.081001282,25.6851997375,Valle del Fuerte International Airport
-109.180999756,51.5175018311,Kindersley Airport
-109.42199707,-27.1648006439,Mataveri Airport
-109.46700286865234,47.04930114746094,Lewistown Municipal Airport
-109.5100021,40.4408989,Vernal Regional Airport
-109.603996277,31.4689998627,Bisbee Douglas International Airport
-109.72100067138672,23.15180015563965,Los Cabos International Airport
-109.762001,48.54299927,Havre City County Airport
-109.8069992,42.79550171,Ralph Wenz Field
-109.83300018310547,27.39259910583496,Ciudad Obregón International Airport
-109.93699646,22.947700500499998,Cabo San Lucas International Airport
-11.04539966583252,8.610469818115234,Yengema Airport
-11.161299705505371,28.448200225830078,Tan Tan Airport
-11.176600456237793,7.891290187835693,Kenema Airport
-11.404399871826172,14.481200218200684,Kayes Dag Dag Airport
-11.6847,26.7318,Smara Airport
-11.76099967956543,7.944399833679199,Bo Airport
-110.072998046875,53.309200286865234,Lloydminster Airport
-110.1110001,42.58509827,Miley Memorial Field
-110.27899932861328,54.404998779296875,CFB Cold Lake
-110.34400177001953,31.588499069213867,Sierra Vista Municipal Libby Army Air Field
-110.361999512,24.072700500499998,Manuel Márquez de León International Airport
-110.447998047,45.6994018555,Mission Field
-110.614997864,64.6988983154,Ekati Airport
-110.68199920654297,62.41830062866211,Lutselk'e Airport
-110.72100067138672,50.01890182495117,Medicine Hat Airport
-110.722999573,35.021900177,Winslow Lindbergh Regional Airport
-110.73799896240234,43.6072998046875,Jackson Hole Airport
-110.744003,54.304199,Bonnyville Airport
-110.8479995727539,31.417699813842773,Nogales International Airport
-110.883003235,32.1665000916,Davis Monthan Air Force Base
-110.92500305175781,27.9689998626709,General José María Yáñez International Airport
-110.94100189208984,32.1161003112793,Tucson International Airport
-111.0350037,41.27479935,Evanston-Uinta County Airport-Burns Field
-111.047996521,29.095899581900003,General Ignacio P. Garcia International Airport
-111.11699676513672,58.7672004699707,Fort Chipewyan Airport
-111.1179962,44.68840027,Yellowstone Airport
-111.1529999,45.77750015,Gallatin Field
-111.222000122,56.653301239,Fort McMurray Airport
-111.3479995727539,25.989200592041016,Loreto International Airport
-111.3710022,47.48199844,Great Falls International Airport
-111.447998,36.92610168,Page Municipal Airport
-111.61499786377,25.053800582886,Ciudad Constitución Airport
-111.6549988,33.30780029,Phoenix-Mesa-Gateway Airport
-111.6709976,35.13850021,Flagstaff Pulliam Airport
-111.72299957275,40.219200134277,Provo Municipal Airport
-111.851997375,41.7911987305,Logan-Cache Airport
-111.96199798583984,60.020301818847656,Fort Smith Airport
-111.973086,41.12403,Hill Air Force Base
-111.97799682617188,40.78839874267578,Salt Lake City International Airport
-111.98300170898438,46.6068000793457,Helena Regional Airport
-112.01200103759766,33.43429946899414,Phoenix Sky Harbor International Airport
-112.0120010376,41.195899963379,Ogden Hinckley Airport
-112.07099914550781,43.51459884643555,Idaho Falls Regional Airport
-112.144996643,37.706401825,Bryce Canyon Airport
-112.14700317382812,35.95240020751953,Grand Canyon National Park Airport
-112.375999451,48.6083984375,Cut Bank International Airport
-112.383003235,33.534999847399995,Luke Air Force Base
-112.4199982,34.65449905,Ernest A. Love Field
-112.49700164794922,45.95479965209961,Bert Mooney Airport
-112.59600067138672,42.9098014831543,Pocatello Regional Airport
-112.800003052,49.6302986145,Lethbridge County Airport
-113.0989990234375,37.70100021362305,Cedar City Regional Airport
-113.305864,31.351621,Mar de Cortés International Airport
-113.510305556,37.0363888889,St George Municipal Airport
-113.580001831,53.309700012200004,Edmonton International Airport
-113.690002441,61.1808013916,Fort Resolution Airport
-113.772003174,42.542598724399994,Burley Municipal Airport
-113.880996704,45.1237983704,Lemhi County Airport
-113.89399719238281,52.18220138549805,Red Deer Regional Airport
-113.997001648,49.520599365200006,Pincher Creek Airport
-114.019996643,51.113899231,Calgary International Airport
-114.03099823,40.7187004089,Wendover Airport
-114.0910034,46.91630173,Missoula International Airport
-114.25599670410156,48.31050109863281,Glacier Park International Airport
-114.2959976,43.50439835,Friedman Memorial Airport
-114.374000549,51.103099823,Calgary / Springbank Airport
-114.44000244140625,62.462799072265625,Yellowknife Airport
-114.487999,42.48180008,Joslin Field Magic Valley Regional Airport
-114.511383,32.548984,Yuma Auxiliary AAF #2
-114.6060028,32.65660095,Yuma MCAS/Yuma International Airport
-114.623001099,34.7663002014,Needles Airport
-114.717002869,33.6192016602,Blythe Airport
-114.777000427,55.2930984497,Slave Lake Airport
-114.8420029,39.29970169,Ely Airport Yelland Field
-115.033996582,36.2361984253,Nellis Air Force Base
-115.143997192,67.81670379639999,Kugluktuk Airport
-115.1520004,36.08010101,McCarran International Airport
-115.19400024414,36.21070098877,North Las Vegas Airport
-115.241996765,32.6305999756,General Rodolfo Sánchez Taboada International Airport
-115.57900238,32.834201812699995,Imperial County Airport
-115.6719970703125,32.829200744628906,El Centro Naf Airport
-115.78199768066,49.610801696777,Cranbrook/Canadian Rockies International Airport
-115.782997131,60.8396987915,Hay River / Merlyn Carter Airport
-115.78700256347656,54.14390182495117,Whitecourt Airport
-115.79199981689453,40.82490158081055,Elko Regional Airport
-115.81099700927734,37.23500061035156,Homey (Area 51) Airport
-115.872002,43.043598,Mountain Home Air Force Base
-116.032997,36.6194,Desert Rock Airport
-116.1009979,44.88970184,McCall Municipal Airport
-116.16000366211,33.62670135498,Jacqueline Cochran Regional Airport
-116.1620026,34.2961998,Twentynine Palms (Self) Airport
-116.2229996,43.56439972,Boise Air Terminal/Gowen field
-116.464996338,53.578899383499994,Edson Airport
-116.50700378417969,33.8297004699707,Palm Springs International Airport
-116.629997253,35.2804985046,Bicycle Lake Army Air Field
-116.7870026,34.85369873,Barstow Daggett Airport
-116.8199997,47.77429962,Coeur D'Alene - Pappy Boyington Field
-116.97000122070312,32.541099548339844,General Abelardo L. Rodríguez International Airport
-116.98000335693,32.572299957275,Brown Field Municipal Airport
-116.98200225830078,51.299198150634766,Golden Airport
-117.01499938964844,46.3745002746582,Lewiston Nez Perce County Airport
-117.086998,38.06019974,Tonopah Airport
-117.11000061035156,46.743900299072266,Pullman Moscow Regional Airport
-117.1429977,32.86840057,Miramar Marine Corps Air Station - Mitscher Field
-117.16500091552734,58.62139892578125,High Level Airport
-117.190002441,32.7336006165,San Diego International Airport
-117.2149963,32.69919968,North Island Naval Air Station-Halsey Field
-117.23500061,34.0954017639,San Bernardino International Airport
-117.2590027,33.88069916,March ARB Airport
-117.2799988,33.12829971,Mc Clellan-Palomar Airport
-117.30999755859375,64.11609649658203,Rae Lakes Airport
-117.32299804688,47.682800292969,Felts Field
-117.3550034,33.30130005,Camp Pendleton MCAS (Munn Field) Airport
-117.4449997,33.95190048,Riverside Municipal Airport
-117.4469985961914,56.226898193359375,Peace River Airport
-117.53399658203125,47.61989974975586,Spokane International Airport
-117.60099792480469,34.055999755859375,Ontario International Airport
-117.632003784,49.2963981628,Castlegar/West Kootenay Regional Airport
-117.65599823,47.6151008606,Fairchild Air Force Base
-117.6920013,35.6853981,China Lake Naws (Armitage Field) Airport
-117.80599975585938,70.76280212402344,Ulukhaktok Holman Airport
-117.805999756,40.8965988159,Winnemucca Municipal Airport
-117.808998108,44.837299346900004,Baker City Municipal Airport
-117.8679962,33.67570114,John Wayne Airport-Orange County Airport
-117.884003,34.905399,Edwards Air Force Base
-118.052002,33.79000092,Los Alamitos Army Air Field
-118.0849991,34.62939835,Palmdale Regional/USAF Plant 42 Airport
-118.1520004,33.81769943,Long Beach /Daugherty Field/ Airport
-118.182998657,50.9667015076,Revelstoke Airport
-118.2190018,34.74110031,General WM J Fox Airfield
-118.288002,46.09489822,Walla Walla Regional Airport
-118.334999,33.922798,Jack Northrop Field Hawthorne Municipal Airport
-118.35900115966797,34.20069885253906,Bob Hope Airport
-118.363998413,37.3731002808,Eastern Sierra Regional Airport
-118.4079971,33.94250107,Los Angeles International Airport
-118.43099975585938,49.01559829711914,Grand Forks Airport
-118.48999786377,34.209800720215,Van Nuys Airport
-118.565002441,40.0663986206,Derby Field
-118.7009964,39.41659927,Fallon Naval Air Station
-118.841003418,45.695098877,Eastern Oregon Regional At Pendleton Airport
-118.885002136,55.1796989441,Grande Prairie Airport
-118.955001831,43.5918998718,Burns Municipal Airport
-119.0569992,35.43360138,Meadows Field
-119.11900329589844,46.26470184326172,Tri Cities Airport
-119.121002197,34.120300293,Point Mugu Naval Air Station (Naval Base Ventura Co)
-119.20700073242,34.200801849365,Oxnard Airport
-119.22899627685547,50.68280029296875,Salmon Arm Airport
-119.28299713134766,52.11669921875,Blue River Airport
-119.3199997,47.20769882,Grant County International Airport
-119.33100128173828,50.24810028076172,Vernon Airport
-119.377998352,49.9561004639,Kelowna International Airport
-119.40799713134766,58.49140167236328,Rainbow Lake Airport
-119.60199737548828,49.46310043334961,Penticton Airport
-119.71800231933594,36.77619934082031,Fresno Yosemite International Airport
-119.76799774169922,39.49909973144531,Reno Tahoe International Airport
-119.8399963,34.42620087,Santa Barbara Municipal Airport
-119.9520035,36.33300018,Lemoore Naval Air Station (Reeves Field) Airport
-119.99500274658203,38.89390182495117,Lake Tahoe Airport
-12.22029972076416,12.57229995727539,Kédougou Airport
-12.468299865722656,14.847299575805664,Bakel Airport
-12.518899917602539,7.5324201583862305,Sherbro International Airport
-120.13999939,39.319999694799996,Truckee Tahoe Airport
-120.18299865722656,55.7422981262207,Dawson Creek Airport
-120.207000732,47.3988990784,Pangborn Memorial Airport
-120.444000244,50.7022018433,Kamloops Airport
-120.4570007,34.89889908,Santa Maria Pub/Capt G Allan Hancock Field
-120.511001587,49.4681015015,Princeton Airport
-120.5139999,37.28469849,Merced Regional Macready Field
-120.5439987,46.56819916,Yakima Air Terminal McAllister Field
-120.5680008,37.38050079,Castle Airport
-120.583999634,34.7373008728,Vandenberg Air Force Base
-120.6269989,35.67290115,Paso Robles Municipal Airport
-120.641998291,35.236801147499996,San Luis County Regional Airport
-120.73999786376953,56.23809814453125,Fort St John Airport
-120.9540024,37.62580109,Modesto City Co-Harry Sham Field
-121.1500015,44.2541008,Roberts Field
-121.166999817,45.6184997559,Columbia Gorge Regional the Dalles Municipal Airport
-121.23699951171875,61.76020050048828,Fort Simpson Airport
-121.2379989624,37.894199371338,Stockton Metropolitan Airport
-121.2979965,38.55390167,Sacramento Mather Airport
-121.401001,38.66759872,Mc Clellan Airfield
-121.43699646,39.136100769,Beale Air Force Base
-121.492996216,38.5125007629,Sacramento Executive Airport
-121.498001099,49.3683013916,Hope Airport
-121.5699997,39.09780121,Yuba County Airport
-121.59100341796875,38.69540023803711,Sacramento International Airport
-121.60600280762,36.662799835205,Salinas Municipal Airport
-121.62699890136719,55.687198638916016,Chetwynd Airport
-121.73300170898438,42.15610122680664,Klamath Falls Airport
-121.84300231933594,36.58700180053711,Monterey Peninsula Airport
-121.92700195312,38.262699127197,Travis Air Force Base
-121.92900085449219,37.36259841918945,Norman Y. Mineta San Jose International Airport
-122.04900360107422,37.416099548339844,Moffett Federal Airfield
-122.054000854,52.1831016541,Williams Lake Airport
-122.22100067138672,37.72129821777344,Metropolitan Oakland International Airport
-122.251998901,40.1506996155,Red Bluff Municipal Airport
-122.2819977,47.90629959,Snohomish County (Paine Field) Airport
-122.2929993,40.50899887,Redding Municipal Airport
-122.302001953125,47.529998779296875,Boeing Field King County International Airport
-122.30899810791016,47.44900131225586,Seattle Tacoma International Airport
-122.36100006103516,49.025299072265625,Abbotsford Airport
-122.375,37.61899948120117,San Francisco International Airport
-122.40100097656,45.54940032959,Portland Troutdale Airport
-122.475997925,47.1376991272,McChord Air Force Base
-122.51000213623047,53.026100158691406,Quesnel Airport
-122.53800201416016,48.79280090332031,Bellingham International Airport
-122.5780029,47.26789856,Tacoma Narrows Airport
-122.5810013,47.07920074,Gray Army Air Field
-122.597000122,58.8363990784,Fort Nelson Airport
-122.5979996,45.58869934,Portland International Airport
-122.6559982,48.35179901,Whidbey Island Naval Air Station /Ault Field/ Airport
-122.679000854,53.8894004822,Prince George Airport
-122.76499938965,47.490200042725,Bremerton National Airport
-122.7699966430664,45.247100830078125,Aurora State Airport
-122.8130035,38.50899887,Charles M. Schulz Sonoma County Airport
-122.87300109863281,42.37419891357422,Rogue Valley International Medford Airport
-122.898002625,46.11800003049999,Southwest Washington Regional Airport
-122.9029999,46.9693985,Olympia Regional Airport
-122.949997,45.540401,Portland Hillsboro Airport
-123.0029984,44.90950012,Salem Municipal Airport/McNary Field
-123.012001038,49.0741996765,Boundary Bay Airport
-123.132003784,55.304401397700005,Mackenzie Airport
-123.1360016,45.19440079,Mc Minnville Municipal Airport
-123.183998108,49.193901062,Vancouver International Airport
-123.20099639893,39.125999450684,Ukiah Municipal Airport
-123.21199798583984,44.12459945678711,Mahlon Sweet Field
-123.2900009,44.49720001,Corvallis Municipal Airport
-123.426002502,48.646900177,Victoria International Airport
-123.43599700927734,65.21109771728516,Déline Airport
-123.43699645996094,63.20940017700195,Wrigley Airport
-123.46900177,60.235801696799996,Fort Liard Airport
-123.5,48.120201110839844,William R Fairchild International Airport
-123.869862556,49.054970224899996,Nanaimo Airport
-123.878997803,46.158000946,Astoria Regional Airport
-123.93699646,46.971199035599994,Bowerman Airport
-124.05799865722656,44.58039855957031,Newport Municipal Airport
-124.075469971,69.3608381154,Paulatuk (Nora Aliqatchialuk Ruben) Airport
-124.10900115966797,40.97809982299805,Arcata Airport
-124.112998962,40.803398132299996,Murray Field
-124.2369995,41.78020096,Jack Mc Namara Field Airport
-124.24600219726562,43.41709899902344,Southwest Oregon Regional Airport
-124.5,49.83420181274414,Powell River Airport
-124.51799774169922,49.69419860839844,Texada Gillies Bay Airport
-124.88700103759766,49.71080017089844,Comox Airport
-125.242996216,71.9938964844,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport
-125.27100372314453,49.950801849365234,Campbell River Airport
-125.572998046875,64.90969848632812,Tulita Airport
-125.775583,49.079833,Tofino / Long Beach Airport
-126.596001,52.387501,Bella Coola Airport
-126.7979965209961,65.28160095214844,Norman Wells Airport
-126.91600036621094,50.58219909667969,Alert Bay Airport
-127.18299865722656,54.82469940185547,Smithers Airport
-127.36699676513672,50.680599212646484,Port Hardy Airport
-128.5760040283203,54.46849822998047,Terrace Airport
-128.6510009765625,66.24079895019531,Fort Good Hope Airport
-128.82200622558594,60.11640167236328,Watson Lake Airport
-129.982434511,55.935410448,Stewart Airport
-13.04319953918457,20.506799697875977,Atar International Airport
-13.195500373840332,8.616439819335938,Lungi International Airport
-13.2192,27.151699,Hassan I Airport
-13.322799682617188,15.593600273132324,Ouro Sogui Airport
-13.605199813842773,28.945499420166016,Lanzarote Airport
-13.612,9.57689,Conakry International Airport
-13.65310001373291,13.736800193786621,Tambacounda Airport
-13.863800048828125,28.452699661254883,Fuerteventura Airport
-130.445007324,54.286098480199996,Prince Rupert Airport
-131.57200622558594,55.04240036010742,Annette Island Airport
-131.7140045,55.35559845,Ketchikan International Airport
-131.813995361,53.25429916379999,Sandspit Airport
-132.125,54.02750015258789,Masset Airport
-132.3699951,56.48429871,Wrangell Airport
-132.42300415,61.9706001282,Ross River Airport
-132.7429962158203,60.17279815673828,Teslin Airport
-132.9450073,56.80170059,Petersburg James A Johnson Airport
-133.0260009765625,69.43329620361328,Tuktoyaktuk Airport
-133.076004028,55.579200744599994,Klawock Airport
